pid,cost,platitude,plongitude,street_id
101071000,40.0,19.010250146197585,73.02064577923483,10107
101071001,48.0,19.01054683604138,73.02077194231475,10107
101071002,38.0,19.010574554452745,73.02022364373055,10107
101071003,23.0,19.010872681318148,73.02022433439328,10107
101071004,20.0,19.010115684408195,73.02030993877761,10107
101071005,46.0,19.01036674365409,73.02044690440016,10107
101071006,35.0,19.010607515821057,73.02024443621272,10107
101071007,35.0,19.01022412108007,73.02044267222874,10107
101071008,40.0,19.01073662113723,73.02005539021462,10107
101071009,37.0,19.010431188261308,73.02019293616604,10107
101081000,32.0,19.0101085888361,73.02018138027749,10108
101081001,47.0,19.010690972709785,73.02023333862597,10108
101081002,40.0,19.010786680003218,73.02029101524894,10108
101081003,34.0,19.010430938049893,73.02022502668846,10108
101081004,33.0,19.01005573715948,73.02000986053994,10108
101081005,30.0,19.010419020853494,73.02083611527661,10108
101081006,49.0,19.010502501568368,73.02061480857219,10108
101081007,47.0,19.0109472448081,73.0205035202358,10108
101081008,33.0,19.01076759935888,73.02071728510228,10108
101081009,29.0,19.01005771228761,73.02011009943148,10108
101091000,20.0,19.010556999467294,73.02065779145897,10109
101091001,24.0,19.010675050860403,73.02042334960413,10109
101091002,26.0,19.010677351114264,73.02004044814461,10109
101091003,41.0,19.01029654102075,73.02070096478057,10109
101091004,46.0,19.01017567086749,73.02092797159956,10109
101091005,42.0,19.010759274286684,73.02085491037018,10109
101091006,29.0,19.010564285329135,73.02076766242259,10109
101091007,44.0,19.010093355901002,73.02024381844979,10109
101091008,34.0,19.01062500087776,73.02030300486119,10109
101091009,48.0,19.01017770407261,73.0209931204992,10109
101101000,32.0,19.010304310009033,73.0209801861348,10110
101101001,49.0,19.010647448472596,73.02032571032282,10110
101101002,34.0,19.010523647537816,73.02063030642961,10110
101101003,28.0,19.010251890202152,73.02078279097154,10110
101101004,44.0,19.01047859966353,73.02001619652026,10110
101101005,41.0,19.010952190982607,73.02008577700424,10110
101101006,47.0,19.01058889086806,73.02088839615973,10110
101101007,25.0,19.010000702864833,73.02073339974976,10110
101101008,42.0,19.01075262525351,73.02002978629287,10110
101101009,33.0,19.010120734998637,73.02056886726788,10110
101111000,47.0,19.01070461326419,73.02068814814723,10111
101111001,27.0,19.010651067342707,73.02044116884389,10111
101111002,30.0,19.010698263104356,73.0204115657213,10111
101111003,43.0,19.01048449429815,73.02031696043615,10111
101111004,23.0,19.010638418814484,73.02003869559613,10111
101111005,42.0,19.01053090321213,73.02060210537545,10111
101111006,36.0,19.01040888728184,73.02076051069261,10111
101111007,26.0,19.010004347978175,73.02085549711994,10111
101111008,36.0,19.010077756828434,73.02092610110051,10111
101111009,47.0,19.010510142077543,73.02018365465716,10111
101121000,25.0,19.01003465277445,73.02087835275033,10112
101121001,26.0,19.010255588992337,73.02096449707837,10112
101121002,27.0,19.010829916955476,73.02094487413085,10112
101121003,34.0,19.01031632488309,73.02040018593762,10112
101121004,32.0,19.010539831207453,73.0207998506122,10112
101121005,43.0,19.010789177962035,73.02012088064612,10112
101121006,49.0,19.010098969596445,73.02020613434917,10112
101121007,41.0,19.010407023742836,73.02054327333806,10112
101121008,28.0,19.010070858536782,73.02055978865486,10112
101121009,48.0,19.010817359211497,73.02021979805126,10112
101131000,49.0,19.010973581626743,73.0201532094876,10113
101131001,47.0,19.01014466531502,73.0203097167946,10113
101131002,35.0,19.01055934386172,73.02040061551291,10113
101131003,24.0,19.010196754090323,73.02052361062215,10113
101131004,30.0,19.010276599124037,73.02014500151698,10113
101131005,40.0,19.0101787985239,73.02054769576324,10113
101131006,28.0,19.01034840083722,73.020485847125,10113
101131007,25.0,19.01063385204832,73.02043571857332,10113
101131008,45.0,19.010482257696804,73.02050006888138,10113
101131009,24.0,19.010700288386232,73.02048571987321,10113
101141000,29.0,19.01008156440753,73.02041153001454,10114
101141001,41.0,19.010735978133724,73.02027561075109,10114
101141002,41.0,19.01018531167818,73.02078718002382,10114
101141003,46.0,19.010826303525732,73.02009967348998,10114
101141004,47.0,19.01028742529494,73.020099873668,10114
101141005,50.0,19.010807954900056,73.02065939965244,10114
101141006,27.0,19.010286581658548,73.02049764686818,10114
101141007,20.0,19.010783296472376,73.02040258385004,10114
101141008,20.0,19.010737744696595,73.02092594349192,10114
101141009,41.0,19.010889973843568,73.02096697818466,10114
101151000,37.0,19.010803164585408,73.02048553579621,10115
101151001,34.0,19.010045344771683,73.02022053812064,10115
101151002,27.0,19.010670945045575,73.02009616710224,10115
101151003,37.0,19.01010175255988,73.02053936796798,10115
101151004,41.0,19.010392054219267,73.02036881969632,10115
101151005,20.0,19.010942269715777,73.02024821512806,10115
101151006,21.0,19.01098848673004,73.0208314019827,10115
101151007,50.0,19.010585599855972,73.0203239837437,10115
101151008,49.0,19.01055070432912,73.02029146611892,10115
101151009,48.0,19.010404715224354,73.02078172851577,10115
101161000,41.0,19.01034618132866,73.0200658120573,10116
101161001,45.0,19.0104983817578,73.0200737181463,10116
101161002,36.0,19.010231673938424,73.0208610915596,10116
101161003,36.0,19.010331025594112,73.02076292746766,10116
101161004,38.0,19.010980502254682,73.02059488962016,10116
101161005,49.0,19.0104220443137,73.0200969647031,10116
101161006,40.0,19.010809278052616,73.02096244749372,10116
101161007,50.0,19.010825400695083,73.02008801633528,10116
101161008,23.0,19.01001551475444,73.02039397548418,10116
101161009,23.0,19.01043439206126,73.02068651414172,10116
101171000,46.0,19.010741622432043,73.02044327383008,10117
101171001,40.0,19.01027900358485,73.0207567580038,10117
101171002,26.0,19.010342096250913,73.02066820127482,10117
101171003,43.0,19.010716617258094,73.02044215490122,10117
101171004,27.0,19.010192661614454,73.02081932918095,10117
101171005,47.0,19.01002853247516,73.02068674791805,10117
101171006,32.0,19.01072717441048,73.02062325128068,10117
101171007,30.0,19.010302661563987,73.02000745474004,10117
101171008,38.0,19.01010028956017,73.02065428914176,10117
101171009,33.0,19.01042969756497,73.02047765232247,10117
101181000,23.0,19.010504548877496,73.0200598600252,10118
101181001,38.0,19.010742561970986,73.0206889098579,10118
101181002,50.0,19.010554787926566,73.02009441813571,10118
101181003,35.0,19.010888176362002,73.02049554224719,10118
101181004,28.0,19.010078187364186,73.02061179661884,10118
101181005,38.0,19.010159906596964,73.02086723975765,10118
101181006,26.0,19.010589780456666,73.02077535227937,10118
101181007,49.0,19.01039888089275,73.02099252311793,10118
101181008,33.0,19.010525994742427,73.02052461857663,10118
101181009,21.0,19.01029977329427,73.02032279950481,10118
101191000,39.0,19.010489565706845,73.02027090524457,10119
101191001,43.0,19.010164422704868,73.02092173909534,10119
101191002,49.0,19.01092810010562,73.02056860691728,10119
101191003,35.0,19.010737000796425,73.02046785854768,10119
101191004,35.0,19.01095421128783,73.02013370387392,10119
101191005,50.0,19.010958709255164,73.02028117678779,10119
101191006,31.0,19.010465316600833,73.02086059741224,10119
101191007,36.0,19.010200498450555,73.02064603351661,10119
101191008,29.0,19.010691620871903,73.02058036802661,10119
101191009,31.0,19.01001861947015,73.02006420015411,10119
101201000,31.0,19.010626017384283,73.0208892448348,10120
101201001,36.0,19.01074186548294,73.02006886338155,10120
101201002,44.0,19.010153471592773,73.02003354349387,10120
101201003,22.0,19.0101560226828,73.02027152699692,10120
101201004,20.0,19.01044890392095,73.02024247184843,10120
101201005,50.0,19.010689619379736,73.02040670438018,10120
101201006,34.0,19.010459833654526,73.02081026501914,10120
101201007,30.0,19.01016894238678,73.02059566954847,10120
101201008,46.0,19.01077190392933,73.02023821271302,10120
101201009,35.0,19.01027948740665,73.02030253046505,10120
101211000,21.0,19.010578332545816,73.02021529427286,10121
101211001,26.0,19.010562930555814,73.02066400955424,10121
101211002,40.0,19.010545184952136,73.02038924937693,10121
101211003,33.0,19.010572004374662,73.02079241920704,10121
101211004,24.0,19.010826573737663,73.02055801116263,10121
101211005,30.0,19.010055719320942,73.02056462217432,10121
101211006,40.0,19.010550348856608,73.02085822858785,10121
101211007,37.0,19.010941688523253,73.0208275285298,10121
101211008,20.0,19.010231141207708,73.0209914659691,10121
101211009,43.0,19.010616623213284,73.02013153739547,10121
101221000,33.0,19.01088130148721,73.0207332596513,10122
101221001,33.0,19.010115441176296,73.02064555929316,10122
101221002,26.0,19.01048128641123,73.0201993108992,10122
101221003,33.0,19.01000647593007,73.02031665726565,10122
101221004,50.0,19.01039219635726,73.02018997262861,10122
101221005,35.0,19.01066355485262,73.02068589804936,10122
101221006,46.0,19.01048839066328,73.0200120791197,10122
101221007,34.0,19.010311677558708,73.02095196090612,10122
101221008,22.0,19.01091733233108,73.02049487399648,10122
101221009,22.0,19.010814468712844,73.02072646368488,10122
101231000,21.0,19.010943584955466,73.02063500796727,10123
101231001,31.0,19.010360186666706,73.02092069531635,10123
101231002,32.0,19.010902462829495,73.02093853202558,10123
101231003,29.0,19.010640421404936,73.02038014921503,10123
101231004,50.0,19.010988712854513,73.0207633345904,10123
101231005,29.0,19.01064100139181,73.02020163413694,10123
101231006,32.0,19.01053577492048,73.02026772991533,10123
101231007,44.0,19.010386934362092,73.02025938103914,10123
101231008,37.0,19.010137913207046,73.02077177579987,10123
101231009,40.0,19.010344449695257,73.02001967247459,10123
101241000,31.0,19.010176786286404,73.02091172379257,10124
101241001,37.0,19.010299957289256,73.02047236767986,10124
101241002,20.0,19.01022308685192,73.02029994899708,10124
101241003,35.0,19.010437614960555,73.02099223641106,10124
101241004,45.0,19.010623079662878,73.02045249111957,10124
101241005,26.0,19.010109656526414,73.02013133870686,10124
101241006,49.0,19.010272975941458,73.02008279749641,10124
101241007,43.0,19.010336903541955,73.02067180499215,10124
101241008,33.0,19.010280242799727,73.02098288334878,10124
101241009,32.0,19.010840326376346,73.02028449177179,10124
101251000,26.0,19.010226537072242,73.02087298295825,10125
101251001,32.0,19.01078725745222,73.02094439814319,10125
101251002,43.0,19.01058797378295,73.02065092246112,10125
101251003,40.0,19.010062453442277,73.02089375327415,10125
101251004,28.0,19.010759298493454,73.02063667917001,10125
101251005,22.0,19.010169621685723,73.0205258418789,10125
101251006,36.0,19.0105472071659,73.02007123771237,10125
101251007,31.0,19.010375914531366,73.02023179689364,10125
101251008,43.0,19.010483620425642,73.02073591889123,10125
101251009,45.0,19.010809471413506,73.02059318961909,10125
101261000,25.0,19.010280635832252,73.02083022801975,10126
101261001,40.0,19.01033795268248,73.0200122073656,10126
101261002,23.0,19.010222676874573,73.02039383493359,10126
101261003,33.0,19.010175518235556,73.02039516071736,10126
101261004,44.0,19.010905714156053,73.02048773059244,10126
101261005,38.0,19.010577820935552,73.02079359081421,10126
101261006,44.0,19.010658748951634,73.02085934237688,10126
101261007,25.0,19.010021796361414,73.0209170783407,10126
101261008,35.0,19.010509871386393,73.02007093945728,10126
101261009,21.0,19.01033541437804,73.02049129551085,10126
101271000,42.0,19.010524947362114,73.0207446538195,10127
101271001,24.0,19.01075300413298,73.02047748841936,10127
101271002,38.0,19.010099164835456,73.02037028281514,10127
101271003,36.0,19.010002152616476,73.0205973667866,10127
101271004,23.0,19.01029544216245,73.02004634882705,10127
101271005,41.0,19.010645791085313,73.02071972184388,10127
101271006,48.0,19.01092304007059,73.02068260589438,10127
101271007,29.0,19.01021852658537,73.02025932165053,10127
101271008,22.0,19.01000338663006,73.02045846537244,10127
101271009,39.0,19.0106920154876,73.0202020350684,10127
101281000,33.0,19.010705930681777,73.02028349971529,10128
101281001,29.0,19.010438438189365,73.02021625450288,10128
101281002,43.0,19.010917531663107,73.0205743337236,10128
101281003,29.0,19.010069360286934,73.02006591387256,10128
101281004,39.0,19.010955794153247,73.02099788383673,10128
101281005,44.0,19.01038247422941,73.02030581059616,10128
101281006,27.0,19.01096247210424,73.02003955284191,10128
101281007,49.0,19.01098499324193,73.02018626196521,10128
101281008,21.0,19.010123453128653,73.0206571932262,10128
101281009,33.0,19.010191981164102,73.02095792142052,10128
101291000,21.0,19.01089854191469,73.0200028582328,10129
101291001,46.0,19.01044564239677,73.02077291514989,10129
101291002,33.0,19.01038634945545,73.02053667618429,10129
101291003,33.0,19.010147341078774,73.02077423045515,10129
101291004,47.0,19.01055960335512,73.0207966265722,10129
101291005,49.0,19.01023756449542,73.02040157466332,10129
101291006,31.0,19.010876053331604,73.02055091423713,10129
101291007,47.0,19.010950609540735,73.02052886335989,10129
101291008,33.0,19.01026219596931,73.02008722320727,10129
101291009,34.0,19.01072425965964,73.02082748821344,10129
101301000,26.0,19.010867203732662,73.0205176425492,10130
101301001,49.0,19.01019994143526,73.02069739574216,10130
101301002,42.0,19.010808351433592,73.02009555674552,10130
101301003,30.0,19.01007216641741,73.02027897610552,10130
101301004,41.0,19.010329484612534,73.02007435102144,10130
101301005,29.0,19.010212210132952,73.02053847101332,10130
101301006,31.0,19.01029114949628,73.02075787059034,10130
101301007,23.0,19.010576241919154,73.02031850300469,10130
101301008,32.0,19.01055328052038,73.0204620636617,10130
101301009,21.0,19.010455486949198,73.02029878923284,10130
101311000,36.0,19.01037072900886,73.02032838330413,10131
101311001,23.0,19.010431367006493,73.02077151755098,10131
101311002,30.0,19.01061659628125,73.0209178432818,10131
101311003,23.0,19.010376634996277,73.02020023770054,10131
101311004,46.0,19.01086403075817,73.02000387234318,10131
101311005,41.0,19.010819852078406,73.02009460907803,10131
101311006,46.0,19.010258251803368,73.02075841352666,10131
101311007,24.0,19.010946868348842,73.02044852744537,10131
101311008,49.0,19.010343406018553,73.020462265482,10131
101311009,40.0,19.01099811815537,73.02038420559253,10131
101321000,44.0,19.01099335966763,73.02044710493003,10132
101321001,27.0,19.010599289757348,73.0209072510411,10132
101321002,39.0,19.01063484474138,73.02030837261394,10132
101321003,26.0,19.01008293718592,73.0209588397907,10132
101321004,28.0,19.01035143909423,73.02002262703675,10132
101321005,46.0,19.010384646689133,73.02060859569339,10132
101321006,31.0,19.010498416426135,73.02096132236414,10132
101321007,49.0,19.010483532653794,73.02024100450855,10132
101321008,27.0,19.01027574714152,73.02011320616046,10132
101321009,43.0,19.010485052438007,73.02039349074765,10132
101331000,37.0,19.010851333276733,73.02046054785845,10133
101331001,38.0,19.010235505507403,73.0205628719982,10133
101331002,35.0,19.01073907029929,73.0208614811712,10133
101331003,32.0,19.01062756410005,73.02098971042422,10133
101331004,47.0,19.01040829913652,73.02042276530577,10133
101331005,38.0,19.010007037454066,73.0204527743502,10133
101331006,26.0,19.010809688400652,73.02095603463353,10133
101331007,29.0,19.010762525475766,73.02022598004737,10133
101331008,21.0,19.010552102932028,73.02085970191189,10133
101331009,24.0,19.01032677191993,73.02011761996238,10133
101341000,47.0,19.010325193538122,73.02047860617938,10134
101341001,46.0,19.01065964061678,73.02035965195724,10134
101341002,21.0,19.0105308841562,73.02023007246716,10134
101341003,46.0,19.010099668265372,73.02096834528739,10134
101341004,37.0,19.01039378145703,73.02078551565941,10134
101341005,46.0,19.010762194047,73.02057140485962,10134
101341006,31.0,19.01026880808536,73.02086650926717,10134
101341007,32.0,19.010784081822873,73.02043602830032,10134
101341008,35.0,19.010420864476014,73.02095111786122,10134
101341009,34.0,19.010738142173203,73.0206458712303,10134
101351000,34.0,19.010884550493113,73.02094700979828,10135
101351001,49.0,19.01071694809369,73.02025107141786,10135
101351002,47.0,19.01007312545488,73.02090579653816,10135
101351003,26.0,19.010174152935782,73.02098416669114,10135
101351004,29.0,19.01091028932458,73.02045467825035,10135
101351005,22.0,19.01043037512053,73.02009590807944,10135
101351006,44.0,19.01063735256472,73.0208243127643,10135
101351007,35.0,19.010774638910593,73.02029692283416,10135
101351008,37.0,19.01053346446468,73.02050572188215,10135
101351009,30.0,19.010730005534253,73.02060290961846,10135
101361000,43.0,19.01002075995035,73.02020453523275,10136
101361001,31.0,19.0106777249163,73.02062983212359,10136
101361002,21.0,19.010724325653843,73.0207260727347,10136
101361003,21.0,19.010534714842837,73.02083828070339,10136
101361004,45.0,19.010321364158944,73.0205613549465,10136
101361005,27.0,19.010829508127426,73.02054301418889,10136
101361006,33.0,19.0107310569306,73.02095311411286,10136
101361007,41.0,19.01007032484784,73.0201347813409,10136
101361008,22.0,19.01073144765585,73.02059547677393,10136
101361009,38.0,19.01050458194863,73.02029905250602,10136
101371000,24.0,19.01039641954833,73.02006621418894,10137
101371001,31.0,19.01089683917551,73.02079353141856,10137
101371002,20.0,19.01076375449895,73.02032414690447,10137
101371003,30.0,19.010723157146995,73.02063009472509,10137
101371004,21.0,19.010926962864467,73.02057196672322,10137
101371005,20.0,19.01034166815381,73.02072873148266,10137
101371006,23.0,19.010634205503262,73.02015283588118,10137
101371007,46.0,19.010366254158647,73.02088833988627,10137
101371008,38.0,19.010565269151307,73.02045706436866,10137
101371009,22.0,19.010529295975847,73.02049323152725,10137
101381000,36.0,19.010742790805608,73.02091510655727,10138
101381001,43.0,19.010210580145305,73.02012670665752,10138
101381002,30.0,19.010588479620495,73.02095521060686,10138
101381003,21.0,19.01047111237441,73.02011527579354,10138
101381004,23.0,19.01074673934526,73.02078369102044,10138
101381005,39.0,19.01088746274784,73.02058177743895,10138
101381006,43.0,19.010794607881728,73.02035284038959,10138
101381007,45.0,19.01008545812287,73.02015216838927,10138
101381008,48.0,19.01036952110742,73.02065447638473,10138
101381009,27.0,19.010161948161024,73.02077817010657,10138
101391000,44.0,19.010174513783497,73.02058692996621,10139
101391001,31.0,19.010142159095228,73.02069106891274,10139
101391002,21.0,19.01069973396618,73.02026748200592,10139
101391003,37.0,19.010983487320328,73.02049130738298,10139
101391004,30.0,19.01060283243838,73.02041069785169,10139
101391005,20.0,19.010382849102122,73.02066953555797,10139
101391006,49.0,19.010665397950017,73.02068572064242,10139
101391007,44.0,19.01023572416316,73.02078403536537,10139
101391008,24.0,19.010412977468153,73.02029413106212,10139
101391009,24.0,19.010046612204313,73.02011029389965,10139
101401000,37.0,19.010794835682187,73.02085900920915,10140
101401001,22.0,19.0106697709299,73.02018769378397,10140
101401002,30.0,19.01052183142184,73.02043377621082,10140
101401003,45.0,19.010641735741924,73.020932904819,10140
101401004,20.0,19.010653331414936,73.0203632599729,10140
101401005,20.0,19.01019113647999,73.02078577931019,10140
101401006,37.0,19.010413234565092,73.02093945942148,10140
101401007,33.0,19.01078307200469,73.02061377232293,10140
101401008,36.0,19.010801372170505,73.02086215637586,10140
101401009,42.0,19.010536991159935,73.02065013391889,10140
101411000,35.0,19.01044242614048,73.02091736432246,10141
101411001,22.0,19.010493506775575,73.02095655483629,10141
101411002,41.0,19.010187750771113,73.02069379024415,10141
101411003,42.0,19.01044364201244,73.02023178589937,10141
101411004,25.0,19.010903181717158,73.02064783398784,10141
101411005,28.0,19.010369517026106,73.02092228596486,10141
101411006,35.0,19.01032359870379,73.02038760959141,10141
101411007,32.0,19.010203576390563,73.02033682354292,10141
101411008,46.0,19.01022472109172,73.02047580607244,10141
101411009,49.0,19.01020356891504,73.02047520563738,10141
101421000,45.0,19.010198908216942,73.02003971883936,10142
101421001,33.0,19.010812719422574,73.02048680855899,10142
101421002,24.0,19.010299577714058,73.02042192574446,10142
101421003,36.0,19.01009161430412,73.02083930852523,10142
101421004,21.0,19.010975798508063,73.02044094939505,10142
101421005,41.0,19.01084750051867,73.02031087931255,10142
101421006,36.0,19.01026402807411,73.02025163370429,10142
101421007,43.0,19.010103046413033,73.02040249323932,10142
101421008,24.0,19.01040713318594,73.02065677682877,10142
101421009,39.0,19.010082223329967,73.02073824994285,10142
101431000,44.0,19.010073135261496,73.02063214408754,10143
101431001,29.0,19.01073143979236,73.02047377285392,10143
101431002,36.0,19.010830711246278,73.0200553565926,10143
101431003,24.0,19.010519121625208,73.02043573930455,10143
101431004,39.0,19.010266022316873,73.02012414956698,10143
101431005,31.0,19.010328607579098,73.02081155699368,10143
101431006,38.0,19.01010715757923,73.02015998502407,10143
101431007,32.0,19.01099780351453,73.0200210883959,10143
101431008,22.0,19.01050792587553,73.02013691778414,10143
101431009,49.0,19.01014194559138,73.02005503686068,10143
101441000,24.0,19.01096539983639,73.02028654800601,10144
101441001,34.0,19.010777789468058,73.02014603072591,10144
101441002,23.0,19.010190911193007,73.02053280504084,10144
101441003,47.0,19.010993424259713,73.02092929918031,10144
101441004,45.0,19.010625812655874,73.02037761091584,10144
101441005,36.0,19.010579512656996,73.0206364646515,10144
101441006,50.0,19.010197995313074,73.02061340143545,10144
101441007,43.0,19.01085464822764,73.02022681184998,10144
101441008,32.0,19.010318687635692,73.02047672510402,10144
101441009,34.0,19.01005817416547,73.02004733734712,10144
101451000,32.0,19.010576697551205,73.0204072857494,10145
101451001,38.0,19.010897666462444,73.02087157979412,10145
101451002,50.0,19.010242706328086,73.02071072200432,10145
101451003,25.0,19.01013692183026,73.02083809330581,10145
101451004,25.0,19.010511356192826,73.02055569656467,10145
101451005,22.0,19.0104334196867,73.02076056107755,10145
101451006,21.0,19.010192230420685,73.0200696491902,10145
101451007,43.0,19.010519545765025,73.02064914115743,10145
101451008,36.0,19.010119559948162,73.0203146388565,10145
101451009,47.0,19.01039998369383,73.020447991161,10145
101461000,38.0,19.010872691931255,73.02091076351134,10146
101461001,25.0,19.010473810889724,73.02092858929183,10146
101461002,20.0,19.01020365622478,73.02032080643318,10146
101461003,29.0,19.010407001193762,73.0201003443973,10146
101461004,43.0,19.010165491435014,73.02066160901138,10146
101461005,40.0,19.010311315655887,73.02014927878486,10146
101461006,49.0,19.010335819025553,73.02012054297822,10146
101461007,21.0,19.0108465575194,73.02022194928145,10146
101461008,28.0,19.010792571916554,73.02038853591581,10146
101461009,41.0,19.010244086479062,73.02087293093246,10146
101471000,41.0,19.010106165448335,73.02037586079798,10147
101471001,41.0,19.010126297591892,73.0204344842023,10147
101471002,41.0,19.010940207283294,73.02066718184786,10147
101471003,42.0,19.01022191431374,73.02033161196628,10147
101471004,36.0,19.010308579718618,73.02081797246093,10147
101471005,36.0,19.01049782030079,73.02065543637323,10147
101471006,47.0,19.01058397817923,73.02018797855511,10147
101471007,46.0,19.010745581863013,73.02047490929752,10147
101471008,23.0,19.0102082061588,73.02003214632161,10147
101471009,25.0,19.010208574124086,73.02093810629665,10147
101481000,43.0,19.010409854972096,73.02097434811704,10148
101481001,27.0,19.0108219110867,73.0209125318491,10148
101481002,36.0,19.01096975572514,73.02051686430923,10148
101481003,50.0,19.01042235765689,73.02042586639877,10148
101481004,22.0,19.01052244605299,73.02058518100823,10148
101481005,50.0,19.010701067505032,73.02019974654475,10148
101481006,45.0,19.01012153643967,73.02084325349115,10148
101481007,41.0,19.010043791557763,73.02014092509998,10148
101481008,21.0,19.010662695033627,73.02051234465057,10148
101481009,39.0,19.010945850292494,73.02070005509425,10148
101491000,41.0,19.010428832356045,73.02036041221758,10149
101491001,41.0,19.010584889739672,73.02065364877932,10149
101491002,44.0,19.01008364468189,73.02048349475055,10149
101491003,34.0,19.01080295162715,73.02014118502309,10149
101491004,34.0,19.010747972211604,73.02009766552776,10149
101491005,48.0,19.010281320322374,73.02004710958755,10149
101491006,25.0,19.01084973421483,73.0202063780233,10149
101491007,29.0,19.01093502829448,73.02012781606103,10149
101491008,27.0,19.010109864021814,73.02000473155103,10149
101491009,26.0,19.01031797185863,73.02051874537372,10149
101501000,41.0,19.010013523623492,73.02023951523611,10150
101501001,44.0,19.010075356688375,73.02045420771135,10150
101501002,35.0,19.01022561045901,73.0201168818668,10150
101501003,32.0,19.01080803564992,73.020940883494,10150
101501004,34.0,19.01026197949171,73.02037151938484,10150
101501005,47.0,19.010009627507284,73.02001543442604,10150
101501006,50.0,19.01095346126848,73.02050435456596,10150
101501007,20.0,19.010635184807168,73.02088998743437,10150
101501008,42.0,19.010314501544173,73.02072189986248,10150
101501009,29.0,19.010079863857634,73.02077193812676,10150
101511000,46.0,19.010525232940147,73.02038149425663,10151
101511001,24.0,19.010020872243555,73.02008386800725,10151
101511002,49.0,19.010177953114276,73.02038179283811,10151
101511003,21.0,19.010875146721858,73.02074129522715,10151
101511004,26.0,19.010084752664877,73.02083990545201,10151
101511005,25.0,19.01021774327743,73.0207657167293,10151
101511006,49.0,19.010152167460678,73.02045279380543,10151
